User-ID,Location,Age
161974,"center rutland, vermont, usa",25.0
162001,"bothell, washington, usa",
162004,"harleysville, pennsylvania, usa",32.0
162017,"tomerong, new south wales, australia",41.0
162019,"east moline, illinois, usa",19.0
162030,"ny, new york, usa",
162031,"massapequa, new york, usa",
162052,"danville, virginia, usa",51.0
162113,"webster, new york, usa",
162121,"san anselmo, california, usa",31.0
162153,"columbus, ohio, usa",27.0
162186,"newton highland, massachusetts, usa",
162238,"oxnard, california, usa",34.0
162306,"bochum-wattenscheid, nordrhein-westfalen, germany",16.0
162311,"largo, florida, usa",22.0
162331,"binghamton, new york, usa",41.0
162380,"halifax, nova scotia, canada",28.0
162424,"halifax, nova scotia, canada",
162451,"seattle, washington, usa",41.0
162452,"aachen, nordrhein-westfalen, germany",
162465,"milano, lombardia, italy",41.0
162473,"waterloo, ontario, canada",29.0
162476,"ancona, marche, italy",27.0
162480,"klang, selangor, malaysia",14.0
162496,"warranwood, victoria, australia",37.0
162538,"janesville, wisconsin, usa",49.0
162562,"omaha, nebraska, usa",29.0
162575,"rochester, new york, usa",39.0
162590,"n/a, british columbia, canada",
162610,"tempe, arizona, usa",29.0
162625,"monroe, michigan, usa",46.0
162626,"los angeles, california, usa",
162629,"allston, ,",
162639,"kelso, washington, usa",
162671,"yarmouth, nova scotia, canada",19.0
162685,"sevilla, andalucÃ­a, spain",27.0
162690,"cleveland, england, united kingdom",33.0
162726,"philadelphia area, ,",25.0
162732,"lindenhurst, illinois, usa",
162738,"waterford, michigan, usa",35.0
162756,"arlington, texas, usa",29.0
162761,"guelph, ontario, canada",
162762,"cleveland, ohio, usa",25.0
162775,"red deer, alberta, canada",
162780,"rock island, tennessee, usa",31.0
162858,"giessen, hessen, germany",
162886,"lisbon, lisbon, portugal",29.0
162935,"glynde, south australia, australia",28.0
162951,"minneapolis, minnesota, usa",
162977,"shoreline, washington, usa",36.0
163020,"forlÃ¬, emilia romagna, italy",23.0
163059,"salt lake city, ,",
163076,"normal, illinois, usa",14.0
163097,"madrid, madrid, spain",29.0
163186,"lakeland, florida, usa",
163202,"los angeles, california, usa",26.0
163319,"gÃ¼nzburg, bayern, germany",34.0
163329,"bellingham, washington, usa",
163358,"toronto, ontario, canada",21.0
163415,"washington, dc, usa",
163419,"tÃ¼bingen, baden-wÃ¼rttemberg, germany",33.0
163433,"edmonton, alberta, canada",
163443,"phoenix, arizona, usa",
163449,"auburn, washington, usa",38.0
163462,"ann arbor, michigan, usa",
163488,"salem, ohio, usa",24.0
163498,"ottawa, ontario, canada",29.0
163534,"northampton, england, united kingdom",37.0
163542,"tigard, oregon, usa",
163570,"lincoln, new brunswick, canada",50.0
163600,"burbank, california, usa",17.0
163612,"calgary, alberta, canada",
163655,"langenfeld, nrw, germany",199.0
163683,"olympia, washington, usa",22.0
163687,"amarillo, texas, usa",60.0
163700,"south bend, indiana, usa",22.0
163751,"slough, england, united kingdom",7.0
163759,"abertillery, wales, united kingdom",37.0
163761,"abertillery, wales, united kingdom",37.0
163804,"bonaire, georgia, usa",43.0
163822,"lahore, punjab, pakistan",
163824,"strasbourg, alsace, france",17.0
163851,"phoenix, arizona, usa",26.0
163861,"cambridge, n/a, united kingdom",22.0
163869,"sturgis, michigan, usa",32.0
163876,"san francisco, california, usa",
163890,"seattle, washington, usa",
163905,"middletown, pennsylvania, usa",18.0
163912,"huntington, vermont, usa",36.0
163925,"birmingham, west midlands, united kingdom",49.0
163973,"sÃ£o paulo, sÃ£o paulo, brazil",46.0
163976,"metairie, louisiana, usa",35.0
163985,"hellerup, hellerup, denmark",
164027,"burlington, ontario, canada",
164055,"huajuapan de leon, oaxaca, mexico",31.0
164069,"freeport, illinois, usa",
164076,"richmond, ,",
164096,"lisboa, lisboa, portugal",29.0
164098,"menomonee falls, wisconsin, usa",43.0
164143,"oceanport, ,",
164164,"toledo, ohio, usa",
164173,"louisville, kentucky, usa",31.0
164187,"somerville, new jersey, usa",51.0
164198,"muncie, indiana, usa",22.0
164256,"milano, lombardia, italy",32.0
164301,"medicine hat, alberta, canada",
164323,"delta, british columbia, canada",31.0
164335,"royal oak, michigan, usa",
164384,"helsinki, uusimaa, finland",35.0
164415,"tarragona, catalunya, spain",44.0
164465,"nashville, tennessee, usa",33.0
164471,"haninge, stockholm, sweden",25.0
164518,"oakville, ,",
164519,"atlanta, georgia, usa",
164533,"sitges, barcelona, spain",46.0
164535,"krefeld, nordrhein-westfalen, germany",
164539,"paris, paris, france",34.0
164581,"costa da caparica, ,",30.0
164609,"bayreuth, bayern, germany",25.0
164615,"granada, granada, spain",33.0
164675,"portland, oregon, usa",55.0
164682,"wÃ¼lfrath, nordrhein-westfalen, germany",47.0
164728,"studio city, california, usa",
164735,"santa monica, california, usa",
164738,"alameda, california, usa",
164797,"livingston, new jersey, usa",41.0
164809,"woodstock, georgia, usa",
164828,"duncanville, alabama, usa",
164836,"snohomish, washington, usa",
164870,"manzanares el real, madrid, spain",28.0
164905,"tuscaloosa, alabama, usa",29.0
164918,"macomb, michigan, usa",
164926,"ann arbor, michigan, usa",25.0
164944,"lyon, rhone, france",23.0
164965,"gold coast, queensland, australia",35.0
164980,"richmond, british columbia, canada",46.0
165002,"torino, piemonte, italy",55.0
165017,"leucadia, california, usa",
165024,"ann arbor, michigan, usa",
165069,"amherst, new york, usa",
165089,"twinsburg, ohio, usa",38.0
165091,"alto, michigan, usa",
165101,"inverness, florida, usa",
165116,"milano, lombardia, italia",23.0
165149,"reggio emilia, emilia romagna, italy",
165166,"daphne, alabama, usa",
165167,"edmonton, alberta, canada",51.0
165183,"tulsa, oklahoma,",60.0
165232,"saint albans, west virginia, usa",23.0
165267,"north bergen, new jersey, usa",27.0
165295,"flint, michigan, usa",43.0
165305,"kansas city, kansas, usa",68.0
165308,"new berlin, wisconsin, usa",33.0
165316,"galveston, texas, usa",39.0
165319,"tucson, arizona, usa",28.0
165320,"st. joseph, michigan, usa",
165330,"brookline, massachusetts, usa",
165345,"rohnert park, california, usa",
165371,"putarajaya, n/a, malaysia",17.0
165392,"portalegre, alto alentejo, portugal",43.0
165411,"frankfurt am main, hessen, germany",33.0
165420,"vancouver, british columbia,",31.0
165424,"auburn, michigan, usa",
165435,"surrey, british columbia, canada",
165444,"brighton, england, united kingdom",34.0
165452,"portland, oregon, usa",28.0
165496,"barcelona, barcelona, spain",29.0
165499,"rm.valcea, valcea, romania",
165507,"wien, wien, austria",24.0
165515,"chicago, illinois, usa",
165516,"mesa, arizona, usa",26.0
165654,"dubuque, iowa, usa",27.0
165669,"kitchener, ontario, canada",45.0
165730,"marktoberdorf, bayern, germany",50.0
165758,"st. catharines, ontario, canada",
165759,"crossville, tennessee, usa",58.0
165770,"st. louis, missouri, usa",
165806,"cardiff, wales, united kingdom",57.0
165854,"kaneohe, hawaii, usa",53.0
165884,"louisville, kentucky, usa",
165947,"auburn, alabama, usa",25.0
166012,"deltona, florida, usa",
166055,"clausthal-zellerfeld, niedersachsen, germany",24.0
166123,"cortez, colorado, usa",32.0
166141,"richmond, surrey, united kingdom",34.0
166174,"canyon lake, texas, usa",44.0
166220,"montreal, , canada",
166252,"mississauga, ontario, canada",
166363,"nice, cÃ´te d`azur, france",23.0
166383,"richmond, ,",38.0
166390,"seattle, washington, usa",
166391,"hanover, pennsylvania, usa",60.0
166409,"richmond, virginia, usa",63.0
166460,"carcavelos - lisboa, lisboa, portugal",25.0
166473,"piacenza, emilia romagna, italy",
166492,"manassas, virginia, usa",19.0
166499,"bixby, oklahoma, usa",19.0
166542,"santa barbara, california, usa",
166564,"santa monica, california, usa",35.0
166596,"greenwood, british columbia, canada",57.0
166630,"bern, n/a, switzerland",33.0
166670,"wallington, surrey, united kingdom",
166685,"sun city west, arizona, usa",
166689,"freiburg, baden-wuerttemberg, germany",40.0
166706,"ottawa, ontario, canada",
166719,"huntington beach, california, usa",27.0
166727,"ny, new york, usa",42.0
166761,"box hill, victoria, australia",42.0
166772,"madrid, madrid, spain",28.0
166782,"toowoomba, queensland, australia",68.0
166813,"winchester, virginia, usa",
166815,"amherst, new york, usa",
166824,"nova, virginia, usa",
166825,"plainview, minnesota, usa",
166841,"princeton, new jersey, usa",48.0
166856,"catania, sicilia, italy",44.0
166864,"roscoe, illinois, usa",45.0
166867,"rochester, minnesota, usa",
166876,"london, n/a, united kingdom",35.0
166922,"london, england, united kingdom",26.0
166934,"dortmund, nordrhein-westfalen, germany",51.0
166973,"fajÃµes, n/a, portugal",38.0
166974,"houten, utrecht, netherlands",
166987,"borgo d`ale (vc), piemonte, italy",36.0
167007,"orange, new south wales, australia",23.0
167012,"strasbourg, alsace, france",44.0
167038,"kissimmee, florida, usa",
167049,"conway, new hampshire, usa",
167144,"santiago, metropolitana, chile",27.0
167166,"weyhe bei bremen, bremen, germany",44.0
167243,"tampere, pirkanmaa, finland",22.0
167275,"madrid, madrid, spain",32.0
167326,"portland, maine, usa",
167327,"kaiserslautern, rheinland-pfalz, germany",29.0
167349,"keller, texas, usa",33.0
167361,"mackenzie, british columbia, canada",43.0
167375,"concord, california, usa",33.0
167391,"pripsteins, quebec, canada",14.0
167402,"vigo, pontevedra, spain",54.0
167415,"valencia, valencia, spain",49.0
167442,"victoria, british columbia, canada",18.0
167455,"oakdale, california, usa",39.0
167471,"milton, ontario, canada",29.0
167478,"perth, western australia, australia",28.0
167494,"redwood city, california, usa",20.0
167511,"sydney, new south wales, australia",27.0
167517,"roma, lazio, italy",25.0
167519,"porto, _, portugal",18.0
167521,"lingfield, england, united kingdom",23.0
167534,"san francisco, california, usa",
167590,"winnipeg, manitoba, canada",26.0
167614,"seattle, washington, usa",46.0
167625,"cuyahoga falls, ohio, usa",25.0
167678,"belton, tx, usa",35.0
167722,"grand prairie, texas, usa",43.0
167746,"charlestown, massachusetts, usa",32.0
167790,"tulsa, ok, usa",
167800,"olive branch, mississippi, usa",57.0
167811,"ladson, south carolina, usa",
167844,"houston, texas, usa",37.0
167856,"lytham st.annes, lancashire, united kingdom",37.0
167930,"prospect, maine, usa",
167967,"pgh, pennsylvania, usa",19.0
168008,"wentzville, missouri, usa",54.0
168016,"lakewood, california, usa",39.0
168029,"lexington, kentucky, usa",15.0
168034,"fort worth, texas, usa",
168036,"tualatin, ,",
168047,"oxford, connecticut, usa",28.0
168064,"fredericton, new brunswick, canada",
168067,"vancouver, british columbia, canada",34.0
168082,"darmstadt, hessen, germany",29.0
168092,"lavalette, west virginia, usa",36.0
168111,"elkhart, indiana, usa",
168129,"puteaux, hauts-de-seine, france",22.0
168133,"northport, new york, usa",51.0
168139,"philadelphia, pennsylvania, usa",
168144,"oceanside, california, usa",46.0
168186,"weston, connecticut, usa",44.0
168187,"aylesbury, england, united kingdom",29.0
168192,"auckland, n/a, new zealand",33.0
168216,"calgary, alberta, canada",47.0
168245,"delisle, saskatchewan, canada",37.0
168263,"lagunitas, california, usa",
168267,"eganville, ontario, canada",
168275,"london, kentucky, usa",21.0
168307,"los gatos, california, usa",
168378,"montrÃ©al, quebec, canada",55.0
168387,"frankston, victoria, australia",32.0
168388,"victoria, ,",
168464,"antioch, illinois, usa",11.0
168478,"berkeley springs, west virginia, usa",53.0
168491,"foley, missouri, usa",
168539,"cranbourne, victoria, australia",8.0
168553,"lancaster, pennsylvania, usa",
168566,"valmadonna (al), piemonte, italy",16.0
168622,"ottawa, ontario, canada",
168639,"new york, new york, usa",62.0
168642,"seattle, washington, usa",24.0
168651,"catania, sicilia, italy",
168714,"toronto, ontario, canada",69.0
168736,"robina, queensland, australia",
168805,"ridgway, colorado, usa",54.0
168816,"santa clara, california, usa",35.0
168817,"chicago, illinois, usa",45.0
168872,"greeley, colorado, usa",34.0
168885,"hollister, missouri, usa",47.0
168954,"manhattan, kansas, usa",29.0
168963,"marshfield, missouri, usa",
168971,"athabasca, alberta, canada",49.0
168985,"san pedro, california, usa",
169025,"grande prairie, alberta, canada",
169027,"reynoldsburg, ohio, usa",
169034,"rochester, new york, usa",
169037,"burton, ohio, usa",
169059,"state college, pennsylvania, usa",24.0
169130,"the dalles, oregon, usa",54.0
169192,"knoxville, tennessee, usa",35.0
169194,"northfield, minnesota, usa",
169223,"montrÃ©al, quebec, canada",38.0
169255,"arlington, virginia, usa",
169268,"sainte-foy, ,",40.0
169293,"reston, virginia, usa",0.0
169309,"east lansing, michigan, usa",
169310,"pekin, illinois, usa",
169321,"lausanne, n/a, switzerland",24.0
169348,"vista, california, usa",51.0
169371,"greer, south carolina, australia",18.0
169386,"rochester, new york, usa",
169403,"marietta, georgia, usa",43.0
169438,"cozad, nebraska, usa",39.0
169450,"sturgis, michigan, usa",31.0
169457,"moline, ,",24.0
169496,"palo alto, ,",68.0
169515,"breda, brabant, netherlands",
169521,"upper darby, pennsylvania, usa",15.0
169558,"ottawa, ontario, canada",
169561,"lahore, punjab, pakistan",22.0
169585,"san jose, california, usa",49.0
169634,"saratoga springs, new york, usa",
169646,"guildford, england, united kingdom",25.0
169648,"beaverton, oregon, usa",
169663,"towson, maryland, usa",
169681,"cottage grove, minnesota, usa",41.0
169682,"minneapolis, minnesota, usa",26.0
169692,"edinburgh, scotland, united kingdom",22.0
169699,"vadnais heights, minnesota, usa",40.0
169715,"lakeville, ,",
169735,"nisswa, minnesota, usa",
169770,"duncanville, texas, usa",
169779,"st. charles, missouri, usa",36.0
169781,"portland, oregon, usa",21.0
169784,"cincinnati, ohio, usa",52.0
169821,"mobile, alabama, usa",44.0
169859,"sydney, new south wales, australia",23.0
169860,"boston, massachusetts, usa",34.0
169909,"mcdonough, georgia, usa",15.0
169921,"tulsa, oklahoma, usa",33.0
169934,"san bernardino, california, usa",31.0
169957,"rottenburg, baden-wuerttemberg, germany",31.0
169979,"ferndale, washington, usa",41.0
170012,"jackson, georgia, usa",37.0
170073,"aberdeen, scotland, united kingdom",
170077,"muskegon, michigan, usa",58.0
170092,"rocksprings, texas, usa",
170118,"barcelona, barcelona, catalonia",32.0
170154,"lisboa, lisboa, portugal",31.0
170181,"hamburg, hamburg, germany",32.0
170184,"melton mowbray, england, united kingdom",51.0
170192,"hamburg, hamburg, germany",
170215,"shephardsville, kentucky, usa",
170227,"stevenage, england, united kingdom",33.0
170255,"belmont, massachusetts, usa",
170264,"clinton township, michigan, usa",23.0
170271,"denver, colorado, usa",51.0
170317,"braga, n/a, portugal",36.0
170365,"tucson, arizona, usa",38.0
170368,"springfield, missouri, usa",51.0
170377,"sharon, massachusetts, usa",
170401,"surrey, british columbia, canada",54.0
170415,"tacoma, washington, usa",30.0
170479,"dormagen, nordrhein-westfalen, germany",37.0
170499,"wadsworth, ohio, usa",26.0
170509,"spokane, washington, usa",32.0
170513,"butler, pennsylvania, usa",
170519,"hood river, oregon, usa",46.0
170522,"saskatoon, saskatchewan, canada",48.0
170527,"cooper city, florida, usa",40.0
170564,"rockford, illinois, usa",38.0
170575,"bethlehem, pennsylvania, usa",32.0
170595,"maiden, north carolina, usa",34.0
170618,"leonardtown, maryland, usa",
170634,"crystal lake, illinois, usa",
170675,"sugar land, ,",
170679,"centerville, ohio, usa",
170693,"rutland, vermont, usa",
170701,"maple falls, ,",
170702,"lake park, georgia, usa",56.0
170724,"burbank, california, usa",43.0
170742,"o`fallon, missouri, usa",41.0
170762,"lansing, michigan, usa",60.0
170787,"portland, oregon, usa",38.0
170805,"poway, california,",
170850,"bethel, ,",57.0
170861,"hopkinton, massachusetts, usa",44.0
170866,"winston-salem, north carolina, usa",
170879,"hartland, wisconsin, usa",33.0
170947,"sheldon, iowa, usa",35.0
170985,"shreveport, louisiana, usa",
171003,"escanaba, michigan, usa",
171007,"alamogordo, new mexico, usa",38.0
171045,"foster city, ,",44.0
171050,"corydon, indiana, usa",41.0
171079,"stratton, ontario, canada",
171118,"toronto, ontario, canada",47.0
171158,"columbia, missouri, usa",26.0
171179,"dithmarschen, schleswig-holstein, germany",24.0
171235,"mÃ¼nchen, bayern, germany",34.0
171271,"london, england, united kingdom",33.0
171286,"rome, italy, italy",
171295,"silver spring, maryland, usa",27.0
171306,"genova, liguria, italy",38.0
171330,"portsmouth, ,",
171359,"suisun city, california, usa",
171389,"tampere, pirkanmaa, finland",26.0
171404,"chicago, illinois, usa",
171428,"stratford, ontario, canada",31.0
171445,"berkeley, california, usa",37.0
171454,"albuquerque, new mexico, usa",
171475,"mentor, ohio, usa",44.0
171522,"paris, n/a,",
171569,"rennes, bretagne, france",29.0
171584,"brest, bretagne, france",17.0
171590,"san marcos, texas, usa",
171602,"bainbridge island, washington, usa",37.0
171604,"marlton, new jersey, usa",39.0
171632,"bonners ferry, indiana, united kingdom",39.0
171638,"trout creek, montana, usa",50.0
171679,"washington, dc, usa",
171684,"monteverde, puntareneas, costa rica",
171774,"richmond, virginia, usa",20.0
171804,"bristow, ,",
171818,"sacramento, california, usa",31.0
171846,"graz, steiermark, austria",
171858,"loveland, colorado, usa",
171872,"chicopee, massachusetts, usa",60.0
171968,"irving, texas, usa",23.0
171970,"elmhurst, illinois, usa",
172023,"edinburgh, scotland, united kingdom",
172027,"glendale, missouri, usa",63.0
172030,"rainsville, alabama, usa",30.0
172061,"portland, oregon, usa",25.0
172124,"arlington, texas, usa",
172128,"raleigh, north carolina, usa",40.0
172192,"ann arbor, michigan, usa",36.0
172202,"rtr, california, usa",17.0
172233,"deggendorf, bayern, germany",
172313,"cupertino, california, usa",46.0
172367,"ottawa, ontario, canada",
172389,"s.agata (al), padania, italy",
172462,"nepean, ontario, canada",45.0
172479,"seaside, oregon, usa",
172512,"louisville, kentucky, usa",25.0
172539,"lakewood, california, usa",
172583,"kerkrade, limburg, netherlands",
172588,"fredericton, ,",42.0
172598,"syracuse, new york, usa",40.0
172613,"pforzheim, baden-wuerttemberg, germany",39.0
172634,"barcelona, catalunya, spain",100.0
172664,"paderborn, nordrhein-westfalen, germany",32.0
172676,"long beach, california, usa",29.0
172742,"astoria, oregon, usa",44.0
172755,"yorktown heights, new york, usa",
172760,"san antonio, texas, usa",29.0
172814,"bologna, emilia romagna, italy",33.0
172834,"champaign, illinois, usa",33.0
172888,"valence, rhÃ´ne alpes, france",57.0
172941,"egmond aan zee, noord-holland, netherlands",38.0
173018,"christchurch, canterbury, new zealand",
173035,"commerce township, michigan, usa",67.0
173053,"lacey, washington, usa",12.0
173111,"west columbia, south carolina, usa",36.0
173190,"vail, colorado, usa",
173225,"galion, ohio, usa",34.0
173239,"kirkwood, missouri, usa",
173291,"greensboro, north carolina, usa",29.0
173343,"westminster, maryland, usa",
173370,"sherman oaks, california, usa",
173388,"adelaide, south australia, australia",
173395,"oberursel, hessen, germany",28.0
173412,"bombay, franklin, new zealand",34.0
173415,"chicago, illinois, usa",31.0
173481,"arlington, texas, usa",69.0
173509,"juneau, alaska, usa",50.0
173511,"pine beach, new jersey, usa",37.0
173548,"sion, valais, switzerland",33.0
173556,"manhattan beach, california, usa",30.0
173557,"aurora, colorado, usa",40.0
173632,"graz, steiermark, austria",36.0
173650,"edmonton, alberta, canada",27.0
173652,"hialeah, florida, usa",
173679,"regensburg, bavaria, germany",27.0
173684,"chula vista, california, usa",15.0
173743,"gloucester, massachusetts, usa",35.0
173744,"albury, new south wales, australia",42.0
173769,"toapayoh, toapayoh, singapore",17.0
173813,"sevilla, andalucia, spain",
173835,"manchester, missouri, usa",53.0
173860,"chicago, illinois, usa",48.0
173875,"london, city, united kingdom",45.0
173922,"oceanside, california, usa",38.0
173999,"ligniÃ¨res, neuchÃ¢tel, switzerland",33.0
174062,"kelseyville, california, usa",38.0
174066,"wolverhampton, england, united kingdom",49.0
174092,"holybourne, england, united kingdom",34.0
174111,"blandon, pennsylvania, usa",
174138,"avon park, florida, usa",
174139,"swindon, england, united kingdom",36.0
174140,"new cumberland, pennsylvania, usa",23.0
174143,"bloomfield po, ,",
174145,"seattle, washington, usa",47.0
174151,"carrollton, georgia, usa",34.0
174154,"crystal lake, ,",
174163,"liverpool, england, united kingdom",
174216,"hamilton, ohio, usa",36.0
174234,"bolingbrook, illinois, usa",48.0
174265,"atlanta, georgia, usa",54.0
174304,"st. louis, missouri, usa",26.0
174322,"bagshot, england, united kingdom",36.0
174326,"winnipeg, manitoba, canada",38.0
174375,"norman, oklahoma, usa",31.0
174477,"mississauga, ontario, canada",
174478,"annandale, new south wales, australia",39.0
174509,"new london, ohio, usa",3.0
174512,"san jose, california, usa",58.0
174534,"bismarck, north dakota, usa",47.0
174596,"jackson heights, new york, usa",
174599,"canberra, act, australia",33.0
174601,"daytona beach, florida, usa",37.0
174615,"toronto, ontario, canada",
174646,"shawnee mission, kansas, usa",57.0
174675,"brantford, ontario, canada",
174683,"sutherlin, virginia, usa",40.0
174700,"toronto, ontario, canada",47.0
174709,"bellevue, nebraska, usa",37.0
174723,"northport, alabama,",
174726,"san diego, california, usa",
174738,"elkhart, indiana, usa",43.0
174776,"columbus, ohio, usa",23.0
174791,"long beach, california, usa",38.0
174793,"visalia, california, usa",52.0
174827,"lexington, kentucky, usa",46.0
174830,"college station, texas, usa",
174834,"portland, oregon, usa",59.0
174848,"metuchen, new jersey, usa",
174892,"milford, connecticut,",
174978,"bradenton, florida, usa",35.0
175000,"ridgeland, mississippi, usa",27.0
175003,"round rock, texas, usa",33.0
175052,"chicago, illinois, usa",57.0
175070,"brandon, mississippi, usa",31.0
175101,"tampa, florida, usa",61.0
175117,"royersford, pennsylvania, usa",
175143,"de pere, wisconsin, usa",
175145,"durham, north carolina, usa",33.0
175189,"san francisco, california, usa",
175206,"shelby township, michigan, usa",40.0
175216,"san francisco, california, usa",
175331,"dearborn heights, michigan, usa",
175367,"tours, indre et loire, france",33.0
175374,"madrid, madrid, spain",49.0
175399,"birmingham, west midlands, united kingdom",
175493,"mÃ¼nchen, bayern, germany",30.0
175500,"neustadt, schleswig-holstein, germany",24.0
175519,"grand forks, british columbia, canada",
175529,"rockland, ,",
175636,"san antonio, texas, usa",46.0
175734,"hamburg, hamburg, germany",26.0
175794,"rockford, illinois, usa",32.0
175796,"augusta, maine, usa",
175815,"adelaide, south australia, australia",
175865,"chicago, illinois, usa",36.0
175874,"london, ontario, canada",
175896,"mungia, bizkaia, spain",38.0
175919,"el sobrante, california, usa",
175934,"padstow heights, new south wales, australia",30.0
175978,"somewhere, new jersey, usa",27.0
176013,"kirkland, arizona, usa",80.0
176037,"manning, south carolina, usa",74.0
176047,"kÃ¶ln, nordrhein-westfalen, germany",37.0
176099,"omaha, nebraska, usa",15.0
176100,"waterloo, ,",
176114,"lancaster, pennsylvania, usa",53.0
176196,"edinburgh, scotland, united kingdom",28.0
176214,"springdale, arkansas, usa",34.0
176278,"brisbane, ,",
176293,"wayne, new jersey, usa",
176342,"londonderry, new hampshire, usa",
176348,"louisville, kentucky, usa",33.0
176459,"brossard, quebec, canada",30.0
176486,"alkmaar, n/a, netherlands",35.0
176539,"bad nauheim, hessen, germany",44.0
176577,"charlottesville, virginia, usa",54.0
176579,"charleston, south carolina, usa",32.0
176584,"oakland, california, usa",47.0
176597,"madison, wisconsin, usa",34.0
176650,"denver, colorado, usa",31.0
176658,"houston, texas, usa",33.0
176667,"minot, north dakota, usa",23.0
176682,"portland, oregon, usa",29.0
176855,"padova, veneto, italy",42.0
176875,"tampere, pirkanmaa, finland",31.0
176884,"chapel hill, north carolina, usa",
176887,"surrey, england, united kingdom",30.0
176893,"monticello, new york, usa",
176894,"salt lake city, utah, usa",32.0
176953,"boulder, colorado, usa",23.0
176956,"wankendorf, schleswig-holstein, germany",
176975,"myrtle beach, south carolina, usa",24.0
176978,"basye, virginia, usa",
177034,"montreal, quebec, canada",25.0
177040,"cicero, new york, usa",27.0
177048,"calgary, alberta, canada",28.0
177072,"moberly, missouri, usa",47.0
177073,"moberly, missouri, usa",
177090,"ashland, missouri, usa",37.0
177091,"forest grove, oregon, usa",36.0
177117,"denver, colorado, usa",
177128,"wellington, wellington, new zealand",41.0
177143,"denver, colorado, usa",31.0
177180,"akron, ohio, usa",39.0
177186,"charleston, south carolina, usa",42.0
177195,"bayside, new york, usa",20.0
177233,"austin, texas, usa",23.0
177237,"warrnambool, victoria, australia",25.0
177246,"chico, california, usa",
177276,"dublin, dublin, ireland",
177277,"plymouth, england, united kingdom",30.0
177284,"colorado springs, colorado, usa",30.0
177349,"kingston, washington, usa",33.0
177374,"kingston, washington, usa",
177375,"w.m., pennsylvania, usa",42.0
177386,"beaverton, oregon, usa",52.0
177401,"wilayah persekutuan, kuala lumpur, malaysia",23.0
177405,"santa barbara, california, usa",
177416,"roseville, minnesota, usa",26.0
177418,"london, england, united kingdom",48.0
177432,"wichita, kansas, usa",33.0
177454,"la grande, oregon, usa",
177458,"ottawa, ontario, canada",29.0
177492,"sullivan, missouri, usa",25.0
177510,"sant boi, barcelona, spain",27.0
177531,"rye brook, new york, usa",40.0
177590,"green bay, wisconsin, usa",49.0
177634,"biloxi, mississippi, usa",
177660,"lille, nord, france",
177673,"richmond, virginia, usa",49.0
177688,"mÃ¼nchen, bayern, germany",25.0
177690,"nottingham, maryland, usa",27.0
177698,"stuttgart, baden-wuerttemberg, germany",27.0
177728,"flensburg, schleswig-holstein, germany",47.0
177764,"brisbane, queensland, australia",32.0
177809,"madison, wisconsin, usa",34.0
177850,"liverpool, england, united kingdom",24.0
177862,"high river, alberta, canada",33.0
177870,"houston, texas, usa",
177876,"adrian, michigan, usa",46.0
177879,"san diego, california, usa",22.0
177932,"fayetteville, north carolina, usa",44.0
178028,"east lansing, michigan, usa",
178035,"pembroke, , canada",81.0
178056,"victoria, british columbia, canada",32.0
178058,"white rock, british columbia, canada",
178065,"chicago, illinois, usa",
178130,"auburn, washington, usa",45.0
178152,"ottawa, ontario, canada",
178155,"victoria, british columbia, canada",
178181,"bloomfield hills, michigan, usa",32.0
178199,"amarillo, texas, usa",
178201,"saint louis, ,",
178223,"sioux falls, south dakota, usa",34.0
178240,"olive branch, mississippi, usa",49.0
178265,"taos, new mexico, usa",56.0
178356,"miami, florida, usa",26.0
178467,"columbus, ohio, usa",53.0
178474,"portland,, oregon, usa",58.0
178478,"chalk river, ontario, canada",33.0
178494,"vancouver bc, british columbia, canada",
178522,"somerset, ,",
178535,"coalport, pennsylvania, usa",
178570,"mississauga, ontario, canada",43.0
178587,"napa, california, usa",56.0
178597,"san diego, california, usa",
178604,"blacksburg, virginia, usa",22.0
178666,"pahrump, nevada, usa",
178667,"freehold, new jersey, usa",34.0
178768,"nashville, tennessee, usa",
178773,"a coruÃ±a, galicia, spain",32.0
178797,"porto, porto, portugal",29.0
178880,"shrewsbury, massachusetts, usa",
178914,"bradenton, florida, usa",
178920,"san francisco, california, usa",31.0
178950,"orlando, florida, usa",
179019,"little falls, new york,",
179062,"boston, massachusetts, usa",
179075,"hampton, , usa",82.0
179109,"hatchet lake, nova scotia, canada",
179118,"west lafayette, indiana, usa",28.0
179216,"sevilla, sevilla, spain",25.0
179260,"santa barbara, california, usa",51.0
179288,"russell, massachusetts, usa",50.0
179311,"baie d`urfÃ©/montreal, quebec, canada",
179433,"raleigh, north carolina, usa",42.0
179490,"san giorgio in bosco, veneto, italy",37.0
179532,"somerville, massachusetts, usa",24.0
179688,"warren, new jersey, usa",56.0
179718,"leroy, ,",39.0
179730,"harmony, rhode island, usa",
179733,"greenville, texas, usa",26.0
179734,"greenville, texas, usa",26.0
179739,"aurora, ontario, canada",42.0
179741,"edmond, oklahoma, usa",
179744,"manchester, connecticut, usa",26.0
179761,"glendale, arizona, usa",67.0
179772,"high river, alberta, canada",37.0
179791,"sydney, new south wales, australia",22.0
179799,"brisbane, queensland, australia",26.0
179826,"oldham, england, united kingdom",22.0
179843,"guyton, georgia, usa",
179857,"pozzolengo, lombardy, italy",41.0
179939,"barcelona, granollers, spain",27.0
179978,"perry, new york, usa",28.0
180032,"brooklyn, new york, usa",
