ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0812928407,A Girl Needs Cash: Banish the White Knight Myth and Take Charge of Your Financial Life,Joan Perry,1997,Random House Inc,http://images.amazon.com/images/P/0812928407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812928407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812928407.01.LZZZZZZZ.jpg
0312975287,Timbuktu,Paul Auster,2000,St. Martin's Press,http://images.amazon.com/images/P/0312975287.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312975287.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312975287.01.LZZZZZZZ.jpg
0684816032,The SECRET BOOK OF GRAZIA DEI ROSSI : A NOVEL,Jacqueline Park,1997,Simon &amp; Schuster,http://images.amazon.com/images/P/0684816032.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684816032.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684816032.01.LZZZZZZZ.jpg
0896584526,Last Standing Woman (History &amp; Heritage),Winona LaDuke,1999,Voyageur Press (MN),http://images.amazon.com/images/P/0896584526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0896584526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0896584526.01.LZZZZZZZ.jpg
0394585852,Personal History,Katharine Graham,1997,Alfred A. Knopf,http://images.amazon.com/images/P/0394585852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394585852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394585852.01.LZZZZZZZ.jpg
0140171223,Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America (Between Men--Between Women),Lillian Faderman,1992,Penguin Books,http://images.amazon.com/images/P/0140171223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140171223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140171223.01.LZZZZZZZ.jpg
0345440005,Catching Heaven (Ballantine Reader's Circle),Sands Hall,2001,Ballantine Books,http://images.amazon.com/images/P/0345440005.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345440005.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345440005.01.LZZZZZZZ.jpg
2277240710,Sous le ciel de BahreÃ?ÃÂ¯n,Barbara Cartland,1999,J'ai lu,http://images.amazon.com/images/P/2277240710.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2277240710.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2277240710.01.LZZZZZZZ.jpg
0153119020,Warriner's English Grammar and Composition Third Course,John Warriners,1977,Harcourt College Pub,http://images.amazon.com/images/P/0153119020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0153119020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0153119020.01.LZZZZZZZ.jpg
0395954290,Double Down: Reflections on Gambling and Loss,Frederick Barthelme,1999,Houghton Mifflin Co,http://images.amazon.com/images/P/0395954290.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395954290.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395954290.01.LZZZZZZZ.jpg
0679776214,The Grotesque: A Novel (Vintage Contemporaries),Patrick McGrath,1996,Vintage Books USA,http://images.amazon.com/images/P/0679776214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679776214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679776214.01.LZZZZZZZ.jpg
0812517938,King Windom,John Farris,1990,Tor Books,http://images.amazon.com/images/P/0812517938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812517938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812517938.01.LZZZZZZZ.jpg
0671035452,Hot Springs (Earl Swagger Novels (Paperback)),Stephen Hunter,2001,Pocket,http://images.amazon.com/images/P/0671035452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671035452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671035452.01.LZZZZZZZ.jpg
0804115486,Enigma,Robert Harris,1996,Ballantine Books,http://images.amazon.com/images/P/0804115486.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804115486.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804115486.01.LZZZZZZZ.jpg
074346625X,Henry's List of Wrongs,John Scott Shepherd,2003,Pocket,http://images.amazon.com/images/P/074346625X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074346625X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074346625X.01.LZZZZZZZ.jpg
0553275186,The Lonesome Gods,Louis L'Amour,1984,Bantam Books,http://images.amazon.com/images/P/0553275186.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553275186.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553275186.01.LZZZZZZZ.jpg
1551665336,Moon Over Water,Debbie Macomber,1999,Mira,http://images.amazon.com/images/P/1551665336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551665336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551665336.01.LZZZZZZZ.jpg
0446515485,Snagged (Regan Reilly Mysteries (Hardcover)),Carol Higgins Clark,1993,Warner Books,http://images.amazon.com/images/P/0446515485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446515485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446515485.01.LZZZZZZZ.jpg
0440158532,Mother Night,Kurt Vonnegut,1995,Dell Publishing Company,http://images.amazon.com/images/P/0440158532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440158532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440158532.01.LZZZZZZZ.jpg
0312010583,The Shell Seekers,Rosamunde Pilcher,1988,St Martins Pr,http://images.amazon.com/images/P/0312010583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312010583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312010583.01.LZZZZZZZ.jpg
0060532246,BLACKBOX : A Novel in 840 Chapters,Nick Walker,2003,Perennial,http://images.amazon.com/images/P/0060532246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060532246.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060532246.01.LZZZZZZZ.jpg
0449213757,Surfacing,Margaret Atwood,1987,Fawcett Books,http://images.amazon.com/images/P/0449213757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449213757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449213757.01.LZZZZZZZ.jpg
0553583611,Fatal,MICHAEL PALMER,2003,Bantam,http://images.amazon.com/images/P/0553583611.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583611.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583611.01.LZZZZZZZ.jpg
0811201465,Selected Poems,K. Patchen,1957,New Directions Publishing Corporation,http://images.amazon.com/images/P/0811201465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811201465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811201465.01.LZZZZZZZ.jpg
0873375920,"The Small Business Start Up Kit (Small Business Start Up Kit, 1st ed)",Peri H. Pakroo,2001,Nolo,http://images.amazon.com/images/P/0873375920.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0873375920.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0873375920.01.LZZZZZZZ.jpg
0836217128,"Quality Time on Highway 1 (Trudeau, G. B., Doonesbury Book.)",G. B. Trudeau,1993,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836217128.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836217128.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836217128.01.LZZZZZZZ.jpg
0446676101,Lilith's Brood,Octavia E. Butler,2000,Aspect,http://images.amazon.com/images/P/0446676101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446676101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446676101.01.LZZZZZZZ.jpg
0374120803,Charming Billy,Alice McDermott,1998,Farrar Straus Giroux,http://images.amazon.com/images/P/0374120803.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374120803.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374120803.01.LZZZZZZZ.jpg
9580464154,Y de Este Mundo Prostituto y Vano Solo Quise Un Cigarro Entre Mi Mano,Rubem Fonseca,2001,Norma,http://images.amazon.com/images/P/9580464154.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9580464154.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9580464154.01.LZZZZZZZ.jpg
0590341308,Clifford's First Autumn (Clifford the Small Puppy),Norman Bridwell,1997,Scholastic,http://images.amazon.com/images/P/0590341308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590341308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590341308.01.LZZZZZZZ.jpg
0330352962,Altar Ego,Kathy Lette,0,Pan Books Ltd,http://images.amazon.com/images/P/0330352962.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330352962.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330352962.01.LZZZZZZZ.jpg
0679722378,"Generation of Swine: Tales of Shame and Degradation in the 80's (Thompson, Hunter S. Gonzo Papers, V. 2.)",Hunter S. Thompson,1989,Vintage Books USA,http://images.amazon.com/images/P/0679722378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679722378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679722378.01.LZZZZZZZ.jpg
0446676071,Message in a Bottle,Nicholas Sparks,1999,Warner Books,http://images.amazon.com/images/P/0446676071.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446676071.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446676071.01.LZZZZZZZ.jpg
8838913196,Il ladro di merendine (La memoria),Andrea Camilleri,1996,Sellerio,http://images.amazon.com/images/P/8838913196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8838913196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8838913196.01.LZZZZZZZ.jpg
0743225805,21 Dog Years : Doing Time @ Amazon.com,Mike Daisey,2002,Free Press,http://images.amazon.com/images/P/0743225805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743225805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743225805.01.LZZZZZZZ.jpg
051513175X,The Descent,Jeff Long,2001,Jove Books,http://images.amazon.com/images/P/051513175X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513175X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513175X.01.LZZZZZZZ.jpg
085648492X,Haffertee Hamster Goes Exploring (Lion Paperback),John Perkins,1983,Lion Publishing Corporation,http://images.amazon.com/images/P/085648492X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/085648492X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/085648492X.01.LZZZZZZZ.jpg
0140433112,The Professor (Penguin Classics),Charlotte Bronte,1989,Penguin Books,http://images.amazon.com/images/P/0140433112.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140433112.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140433112.01.LZZZZZZZ.jpg
0451185501,Bone Deep,Darian North,1996,Onyx Books,http://images.amazon.com/images/P/0451185501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451185501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451185501.01.LZZZZZZZ.jpg
0425117758,Perfect Little Angels,Andrew Neiderman,1992,Berkley Pub Group,http://images.amazon.com/images/P/0425117758.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425117758.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425117758.01.LZZZZZZZ.jpg
1401351964,Bergdorf Blondes : A Novel,Plum Sykes,2004,Miramax,http://images.amazon.com/images/P/1401351964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1401351964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1401351964.01.LZZZZZZZ.jpg
0140366784,Jane Eyre (Puffin Classics),Charlotte Bronte,1995,Puffin Books,http://images.amazon.com/images/P/0140366784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140366784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140366784.01.LZZZZZZZ.jpg
0440228166,In the Forests of the Night (Laurel Leaf Books),Amelia Atwater-Rhodes,2000,Laurel-Leaf Books,http://images.amazon.com/images/P/0440228166.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440228166.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440228166.01.LZZZZZZZ.jpg
0765340011,Farscape: Dark Side of the Sun (Farscape),Andrew Dymond,2001,Tor Books,http://images.amazon.com/images/P/0765340011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765340011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765340011.01.LZZZZZZZ.jpg
0425190064,The Thai Amulet: An Archaeological Mystery (Archaeological Mysteries),Lyn Hamilton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425190064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425190064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425190064.01.LZZZZZZZ.jpg
0553288733,Tehanu: The Last Book Of Earthsea (Earthsea  Tetrology #4),Ursula K. Le Guin,1991,Bantam,http://images.amazon.com/images/P/0553288733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553288733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553288733.01.LZZZZZZZ.jpg
0671864939,SCAVENGER REEF,Laurence Shames,1994,Simon &amp; Schuster,http://images.amazon.com/images/P/0671864939.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671864939.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671864939.01.LZZZZZZZ.jpg
0767906632,Life Makeovers,CHERYL RICHARDSON,2000,Broadway Books,http://images.amazon.com/images/P/0767906632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767906632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767906632.01.LZZZZZZZ.jpg
0385065299,Invitation to Sociology: A Humanistic Perspective,Peter L. Berger,1963,Anchor,http://images.amazon.com/images/P/0385065299.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385065299.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385065299.01.LZZZZZZZ.jpg
0553278320,"If You Meet the Buddha on the Road, Kill Him : The Pilgrimage Of Psychotherapy Patients",SHELDON KOPP,1982,Bantam,http://images.amazon.com/images/P/0553278320.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278320.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278320.01.LZZZZZZZ.jpg
0764561472,Webster's New World Pocket Dictionary,Jonathan L.  Goldman,2000,Webster's New World,http://images.amazon.com/images/P/0764561472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764561472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764561472.01.LZZZZZZZ.jpg
0446353930,Best Kept Secrets,Sandra Brown,1989,Warner Books,http://images.amazon.com/images/P/0446353930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446353930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446353930.01.LZZZZZZZ.jpg
0060913061,Collected Stories,Gabriel Garcia Marquez,1994,Perennial,http://images.amazon.com/images/P/0060913061.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060913061.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060913061.01.LZZZZZZZ.jpg
0789442450,Kings &amp; Queens of England and Scotland,Plantagenet Somerset Fry,1999,DK Publishing Inc,http://images.amazon.com/images/P/0789442450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0789442450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0789442450.01.LZZZZZZZ.jpg
0764300385,"A Collector's Handbook of Miniature Perfume Bottles: Minis, Mates and More",Jeri Lyn Ringblum,2000,Schiffer Publishing,http://images.amazon.com/images/P/0764300385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764300385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764300385.01.LZZZZZZZ.jpg
0842335714,The Last Sin Eater,Francine Rivers,1999,Tyndale House Publishers,http://images.amazon.com/images/P/0842335714.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842335714.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842335714.01.LZZZZZZZ.jpg
0440240840,The Emperor's Assassin (Dell Mystery),T. F. Banks,2003,Dell Publishing Company,http://images.amazon.com/images/P/0440240840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440240840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440240840.01.LZZZZZZZ.jpg
0679416714,Uneasy Rider: The Interstate Way of Knowledge,Mike Bryan,1997,Random House Inc,http://images.amazon.com/images/P/0679416714.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679416714.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679416714.01.LZZZZZZZ.jpg
3423118261,GrÃ?ÃÂ¼n ist die Hoffnung. Eine Pastorale.,Tom Coraghessan Boyle,1993,Dtv,http://images.amazon.com/images/P/3423118261.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423118261.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423118261.01.LZZZZZZZ.jpg
0553209019,Trade Wind,M. M. Kaye,1982,Bantam Books,http://images.amazon.com/images/P/0553209019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553209019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553209019.01.LZZZZZZZ.jpg
0552139246,The Greatest Show Off Earth,Robert Rankin,1995,Bantam Pr Ltd,http://images.amazon.com/images/P/0552139246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552139246.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552139246.01.LZZZZZZZ.jpg
0552142131,A Dog Called Demolition,Robert Rankin,1996,"Acacia Press, Inc.",http://images.amazon.com/images/P/0552142131.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552142131.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552142131.01.LZZZZZZZ.jpg
055213922X,The Book of Ultimate Truths,Robert Rankin,1994,Trafalgar Square,http://images.amazon.com/images/P/055213922X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055213922X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055213922X.01.LZZZZZZZ.jpg
0141302690,Someone Like You,Sarah Dessen,2000,Puffin Books,http://images.amazon.com/images/P/0141302690.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141302690.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141302690.01.LZZZZZZZ.jpg
0671531506,Frankenstein (Enriched Classics Series),Mary Shelley,1995,Pocket,http://images.amazon.com/images/P/0671531506.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671531506.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671531506.01.LZZZZZZZ.jpg
0399138021,Prime Witness,Steven Paul Martini,1993,Putnam Pub Group,http://images.amazon.com/images/P/0399138021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399138021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399138021.01.LZZZZZZZ.jpg
0743436768,Path of the Assassin,Brad Thor,2003,Pocket Star,http://images.amazon.com/images/P/0743436768.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743436768.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743436768.01.LZZZZZZZ.jpg
0380763621,In the Midst of Death (Matthew Scudder Mysteries (Paperback)),Lawrence Block,1992,Avon,http://images.amazon.com/images/P/0380763621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380763621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380763621.01.LZZZZZZZ.jpg
0812551494,"Soul of the Fire (Sword of Truth, Book 5)",Terry Goodkind,2000,Tor Fantasy,http://images.amazon.com/images/P/0812551494.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812551494.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812551494.01.LZZZZZZZ.jpg
0446354732,Nothing Lasts Forever,Sidney Sheldon,1995,Warner Books,http://images.amazon.com/images/P/0446354732.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446354732.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446354732.01.LZZZZZZZ.jpg
0553249002,Aquitaine Progression,Robert Ludlum,1985,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553249002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553249002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553249002.01.LZZZZZZZ.jpg
0385336667,Persuader: A Jack Reacher Novel,LEE CHILD,2003,Delacorte Press,http://images.amazon.com/images/P/0385336667.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336667.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336667.01.LZZZZZZZ.jpg
0515135283,Without Fail,Lee Child,2003,Jove Books,http://images.amazon.com/images/P/0515135283.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515135283.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515135283.01.LZZZZZZZ.jpg
0609600672,Dave Barry Is Not Taking This Sitting Down,Dave Barry,2000,Crown Publishing Group (NY),http://images.amazon.com/images/P/0609600672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609600672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609600672.01.LZZZZZZZ.jpg
0553572563,Death Dream,Ben Bova,1995,Bantam,http://images.amazon.com/images/P/0553572563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572563.01.LZZZZZZZ.jpg
0451157281,Godplayer,Robin Cook,1994,Signet Book,http://images.amazon.com/images/P/0451157281.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451157281.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451157281.01.LZZZZZZZ.jpg
0812549333,"Wind from a Foreign Sky (The Tielmaran Chronicles, Book 1)",Katya Reimann,1997,Tor Books,http://images.amazon.com/images/P/0812549333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812549333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812549333.01.LZZZZZZZ.jpg
0312968302,"Thrones, Dominations",Dorothy L. Sayers,1999,St. Martin's Press,http://images.amazon.com/images/P/0312968302.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312968302.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312968302.01.LZZZZZZZ.jpg
0886776724,Enchanted Forests,Katharine Kerr,1995,Daw Books,http://images.amazon.com/images/P/0886776724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886776724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886776724.01.LZZZZZZZ.jpg
8472239187,Vida Y Amores De Una Maligna,Fay Weldon,2002,Tusquets,http://images.amazon.com/images/P/8472239187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8472239187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8472239187.01.LZZZZZZZ.jpg
0486282147,The Hound of the Baskervilles (Dover Thrift Editions),Sir Arthur Conan Doyle,1994,Dover Publications,http://images.amazon.com/images/P/0486282147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486282147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486282147.01.LZZZZZZZ.jpg
0843950374,Savage Love,Cassie Edwards,2002,Leisure Books,http://images.amazon.com/images/P/0843950374.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843950374.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843950374.01.LZZZZZZZ.jpg
0571197205,Happy Like Murderers: The True Story of Fred and Rosemary West,Gordon Burn,1999,Faber and Faber Ltd,http://images.amazon.com/images/P/0571197205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571197205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571197205.01.LZZZZZZZ.jpg
0553569783,Heartstone,PHILLIP M. MARGOLIN,1995,Bantam,http://images.amazon.com/images/P/0553569783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569783.01.LZZZZZZZ.jpg
0671869221,"Elvis, Jesus &amp; Coca-Cola (Kinky Friedman Novels (Hardcover))",Kinky Friedman,1993,Simon &amp; Schuster,http://images.amazon.com/images/P/0671869221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671869221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671869221.01.LZZZZZZZ.jpg
0373288697,"Highland Heaven (Harlequin Historical, No 269)",Ruth Langan,1995,Harlequin,http://images.amazon.com/images/P/0373288697.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373288697.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373288697.01.LZZZZZZZ.jpg
0553299441,The Magnificent Rogue,IRIS JOHANSEN,1993,Bantam,http://images.amazon.com/images/P/0553299441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553299441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553299441.01.LZZZZZZZ.jpg
0515131547,The Border Bride (Highland Fling Romance),Elizabeth English,2001,Jove Books,http://images.amazon.com/images/P/0515131547.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131547.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131547.01.LZZZZZZZ.jpg
074340341X,A Season in the Highlands,Jude Deveraux,2000,Pocket,http://images.amazon.com/images/P/074340341X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074340341X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074340341X.01.LZZZZZZZ.jpg
067973709X,Mating,Norman Rush,1992,Vintage Books USA,http://images.amazon.com/images/P/067973709X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067973709X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067973709X.01.LZZZZZZZ.jpg
067172519X,RAISE THE TITANIC (Clive Cussler),Clive Cussler,1990,Pocket,http://images.amazon.com/images/P/067172519X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067172519X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067172519X.01.LZZZZZZZ.jpg
0061059064,Jingo: A Novel of Discworld,Terry Pratchett,1999,HarperTorch,http://images.amazon.com/images/P/0061059064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061059064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061059064.01.LZZZZZZZ.jpg
0753806738,"Through a Glass, Darkly",Jostein Gaarder,1999,Orion Publishing Group,http://images.amazon.com/images/P/0753806738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0753806738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0753806738.01.LZZZZZZZ.jpg
0060176075,Lily White,Susan Isaacs,1996,Harpercollins,http://images.amazon.com/images/P/0060176075.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060176075.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060176075.01.LZZZZZZZ.jpg
2070377229,"La Place (Folio Series, No 1722)",Annie Ernaux,1992,Schoenhof Foreign Books Inc,http://images.amazon.com/images/P/2070377229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070377229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070377229.01.LZZZZZZZ.jpg
